helper: 0.0.0.0 2718  [2020-09-23, 02:02:15]
connect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:08:56]
disconnect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ]) [transport close]  [2020-09-25, 13:09:27]
connect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:09:27]
disconnect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:09:54]
connect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:09:54]
disconnect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:09:55]
connect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:09:55]
disconnect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:11:58]
connect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:11:58]
disconnect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:11:59]
connect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:12:00]
disconnect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:12:00]
connect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:12:01]
disconnect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:12:01]
connect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:12:02]
disconnect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:12:02]
connect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:12:02]
disconnect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:14:46]
connect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:14:47]
disconnect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:14:48]
connect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:14:48]
disconnect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ]) [transport close]  [2020-09-25, 13:15:53]
connect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:15:54]
disconnect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:16:03]
connect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:16:03]
disconnect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ]) [transport close]  [2020-09-25, 13:17:56]
connect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:17:57]
disconnect: 127.0.0.1 ([ 'gband_panel_JS9', 'ugi_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:19:19]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:19:20]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport close]  [2020-09-25, 13:21:08]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:21:08]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:21:23]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:21:23]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport close]  [2020-09-25, 13:21:35]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:21:35]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:21:37]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:21:37]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:21:50]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:22:12]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:22:13]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:22:30]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:22:36]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:23:45]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:23:51]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:23:53]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:23:54]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:23:55]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:24:14]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:24:18]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:24:18]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:24:23]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:24:36]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:24:37]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:28:28]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:28:28]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport close]  [2020-09-25, 13:28:59]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:29:00]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport close]  [2020-09-25, 13:29:49]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:29:50]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:30:44]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:30:44]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport close]  [2020-09-25, 13:30:45]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:30:46]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport close]  [2020-09-25, 13:31:03]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:31:03]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport close]  [2020-09-25, 13:31:15]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:31:15]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:31:29]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:31:29]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport error]  [2020-09-25, 13:31:46]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:31:47]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport close]  [2020-09-25, 13:32:39]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:32:40]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport close]  [2020-09-25, 13:33:33]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ])  [2020-09-25, 13:33:33]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'smoothed_panel_JS9' ]) [transport close]  [2020-09-25, 13:36:18]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'smoothed_panel_JS9',
  'residual_panel_JS9'
])  [2020-09-25, 13:36:19]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'smoothed_panel_JS9',
  'residual_panel_JS9'
]) [transport error]  [2020-09-25, 13:36:33]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'smoothed_panel_JS9',
  'residual_panel_JS9'
])  [2020-09-25, 13:36:34]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'smoothed_panel_JS9',
  'residual_panel_JS9'
]) [transport error]  [2020-09-25, 13:36:58]
connect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'residual_panel_JS9' ])  [2020-09-25, 13:36:59]
disconnect: 127.0.0.1 ([ 'ugi_panel_JS9', 'gband_panel_JS9', 'residual_panel_JS9' ]) [transport error]  [2020-09-25, 13:38:03]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 13:38:04]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport error]  [2020-09-25, 13:38:37]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 13:38:38]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport close]  [2020-09-25, 13:38:41]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 13:38:41]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport error]  [2020-09-25, 13:38:48]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 13:38:49]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport close]  [2020-09-25, 13:39:15]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 13:39:16]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport error]  [2020-09-25, 13:45:12]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 13:45:12]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport error]  [2020-09-25, 13:45:33]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 13:45:34]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport close]  [2020-09-25, 13:48:11]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 13:48:12]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport close]  [2020-09-25, 13:50:59]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 13:51:00]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport error]  [2020-09-25, 13:52:30]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 13:52:31]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport close]  [2020-09-25, 13:54:02]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 13:54:02]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport error]  [2020-09-25, 13:55:28]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 13:55:28]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport close]  [2020-09-25, 13:58:10]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 13:58:10]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport close]  [2020-09-25, 13:58:44]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 13:58:45]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport error]  [2020-09-25, 14:00:13]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 14:00:14]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport error]  [2020-09-25, 14:00:48]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 14:00:48]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport close]  [2020-09-25, 14:02:23]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 14:02:24]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport close]  [2020-09-25, 14:06:53]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 14:06:53]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport close]  [2020-09-25, 14:15:03]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 14:15:04]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport error]  [2020-09-25, 14:16:24]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 14:16:24]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport close]  [2020-09-25, 14:37:26]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 14:37:27]
exec: js9helper [[ '-i', '/images/screenshot_531.png' ]]  [2020-09-25, 14:37:29]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport close]  [2020-09-25, 14:37:37]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 14:37:37]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport error]  [2020-09-25, 15:24:56]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 18:03:52]
exec: js9helper [[ '-i', '/images/screenshot_531.png' ]]  [2020-09-25, 18:03:55]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport error]  [2020-09-25, 18:04:15]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 18:04:15]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport error]  [2020-09-25, 18:29:15]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 22:57:00]
connect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
])  [2020-09-25, 22:58:19]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport close]  [2020-09-25, 22:59:38]
disconnect: 127.0.0.1 ([
  'ugi_panel_JS9',
  'gband_panel_JS9',
  'residual_panel_JS9',
  'smoothed_panel_JS9'
]) [transport error]  [2020-09-25, 22:59:40]
